amyg_activation
-0.05173
0.09328
0.1225
-0.4105
0.2512
-0.1422
0.07158
-0.0531
-0.4781
0.6804
-0.02426
0.1219
0.08125
-0.07841
0.04693
-0.3649
-0.7097
0.4283
0.8057
-0.3691
0.5242
-0.4201
0.01456
-0.05982
0.04299
0.09005
0.06354
-0.1983
0.1048
-0.1776
0.1639
-0.4637
0.01883
-0.08474
-0.2231
-0.01371
-0.08719
0.06828
0.4967
-0.0977
-0.08363
-0.1431
-0.03387
0.1234
-0.1267
0.07548
0.3171
-0.3913
-0.3621
1.051
-0.6641
0.242
-0.06154
0.1966
0.2188
0.3126
-0.4218
0.6177
0.04881
-0.2001
0.3485
-0.2167
0.3739
0.3063
-0.4709
0.2102
-0.01316
-0.1007
0.133
-0.1365
0.1684
-0.1429
-0.1164
0.2296
0.1802
-0.1806
0.09653
-0.1094
