amyg_activation
0.6437
-0.2189
0.7932
-0.1525
-0.2667
-0.009127
0.3998
-0.1224
0.1161
-0.1392
0.06308
-0.4704
-0.1572
-0.1798
0.4778
-0.5342
-0.08403
0.868
-0.1419
0.284
0.9485
-0.276
0.1828
-0.1823
0.4663
-0.4674
0.04443
-0.4075
-0.1217
-0.06279
-0.003978
-0.1026
-0.8462
0.7474
-0.1256
0.3742
0.09049
0.1213
-0.06814
0.1416
-0.02324
0.1853
0.5301
-0.1866
-0.3827
0.3279
-0.04488
-0.0363
0.8967
0.1057
0.2524
0.0604
0.8095
-0.04357
0.04556
-0.4755
0.2572
0.2865
0.1153
0.1696
1.638
-1.414
-0.09887
0.1333
-0.2259
0.3733
-0.04847
0.2553
0.03963
-0.04413
0.2544
-0.09385
0.4027
0.2193
-0.08502
0.228
-0.6803
0.4294
