mPFC_activation
0.0958
-0.2294
0.1936
-0.01748
-0.6365
0.693
0.01734
-0.3321
-0.04018
-0.2147
-0.7353
-0.01685
-0.09759
-0.5677
-0.1981
-0.5465
-0.4173
0.1349
-0.8019
0.7083
0.3699
-0.5439
0.1088
-0.2062
0.1922
-0.6604
-0.4393
-0.4454
-0.1411
-0.2984
-0.02245
-0.005135
-1.092
-0.07005
-0.5037
-0.1584
-0.5991
-0.4524
0.06274
-0.2233
0.2264
0.06364
0.006363
-0.009756
-0.08829
-0.584
-0.8938
0.0971
0.323
0.2476
-0.03309
0.00065
0.3812
0.0601
-0.4344
-0.3627
-0.1368
0.4275
0.2996
-1.193
-0.3272
0.3595
-0.5389
-0.07976
-0.4029
0.2111
-0.6053
0.1763
0.08263
0.3915
-0.04787
0.1673
0.0663
-0.3006
-0.01545
-0.07711
0.2659
-0.5802
