amyg_r_activation
0.2997
0.001459
-0.248
0.1419
-0.04188
0.07631
0.07361
0.09739
0.4173
-0.1894
0.5414
0.1309
-0.0314
0.04527
-0.2753
0.17
0.2017
0.08948
-0.005941
0.2185
0.1028
0.7984
-0.05566
0.06846
0.1988
0.01354
-0.05263
0.1757
0.005623
0.1876
-0.5057
0.08064
-0.3051
-0.08844
-0.252
-0.1541
0.115
0.04025
0.04015
0.003183
-0.06961
0.154
-0.2872
-0.3811
0.0404
0.04471
-0.3715
0.1194
1.081
-0.5547
0.2226
-0.2914
-0.198
-0.3067
-0.164
-0.5196
0.02396
-0.4905
-0.397
-0.3107
-0.07901
0.3703
-0.4951
-0.9521
0.1709
0.01799
-0.202
0.3228
0.1019
0.1885
-0.1874
-0.007725
0.01604
-0.2
-0.05016
0.05151
0.07875
0.02684
