amyg_activation
0.105
-0.4632
-0.1526
-0.1368
0.4
0.242
0.08726
-0.2703
0.4509
-0.2745
-0.8755
0.1711
0.02262
-0.268
-0.2208
-0.582
-0.1792
0.0713
0.1421
-0.2753
0.06043
-0.01671
0.03262
-0.5142
0.5164
0.2079
0.307
0.3115
1.061
-0.2138
-0.1066
-0.09193
0.07058
0.03245
-0.3015
-0.2033
0.2328
-0.246
-0.1104
