amyg_activation
-0.0594
0.0842
0.4086
-0.08515
-0.3041
-0.1548
-0.07772
0.07083
-0.9969
0.6809
0.4848
-0.0978
0.02015
0.02307
0.09126
0.118
0.1472
-0.2275
-0.01133
0.4571
-0.2193
0.1362
-0.03349
0.1049
-0.9779
-1.841
-0.6615
0.1028
-0.1021
-0.07227
0.3116
0.6858
-0.5691
-0.3525
-0.04998
0.3361
-0.2052
-0.2033
0.1143
