amyg_activation
-0.08985
0.2124
0.4231
0.5398
-0.09814
-0.07573
-0.07207
0.06888
0.0297
0.2707
-0.5746
-0.1278
-0.2372
-0.05938
-0.4836
0.07686
0.8679
-0.1672
-0.04786
-0.5146
-0.8097
-0.5632
-0.1671
0.1155
-0.1775
0.2222
-0.1725
0.2843
0.17
0.2528
0.1857
0.4458
0.7353
-0.103
0.09068
-0.3695
0.3555
0.2378
0.3542
0.2002
0.1059
-0.1322
-0.2512
0.02624
0.1093
-0.3105
-0.3985
-0.3873
0.8638
0.6115
-0.3502
-0.526
-0.0486
0.0177
-0.3467
0.2671
0.1647
-0.1784
-0.3974
-0.7041
-0.5374
1.053
0.06519
-0.1464
-0.1868
-0.5966
0.1839
-0.124
0.5904
0.771
-0.2251
-0.09751
0.5989
0.5328
0.2014
-0.1228
0.2974
-0.1601
