amyg_r_activation
0.3811
-0.0591
0.1727
0.00613
-0.01498
-0.4894
0.07276
-0.1089
0.1275
-0.09331
0.1687
-0.2616
-0.3243
0.08476
0.03871
-0.08671
-0.1944
0.4364
0.129
0.06963
0.4321
0.2886
0.1365
-0.2255
0.4131
-0.3408
0.1071
-0.225
-0.0497
-0.14
-0.124
-0.2087
-0.5101
0.4434
0.06187
0.128
0.03591
-0.02205
0.1219
0.08414
-0.2273
0.1176
-0.3259
-0.1418
-0.1994
0.09261
1.091
0.5196
0.5846
-0.0974
0.008282
0.3309
0.5396
0.07557
0.03836
-0.1672
-0.002521
0.5379
0.01518
0.3673
1.125
-1.09
-0.1019
0.1002
-0.3094
0.2203
0.09181
0.2297
-0.07807
-0.05241
0.01816
0.05663
0.2124
0.05284
-0.1167
0.06423
-0.2204
-0.02421
