amyg_activation
0.101
-0.1368
0.1285
-0.02632
0.1448
0.3695
-0.4095
-0.3113
-0.4282
0.2262
0.6312
0.2066
0.4153
0.1461
-0.1503
-0.1101
-0.5166
0.1483
0.1314
0.1261
-0.1355
-1.043
-0.1665
1.872
0.9523
-0.2408
0.7829
-0.07876
0.06452
-0.09197
1.311
-0.2856
-0.5632
-0.1229
-0.1176
-0.1527
0.2166
-0.1553
-0.05057
