amyg_l_activation
-0.3999
-0.3722
-0.3494
0.1493
-0.2351
0.04882
-0.01697
0.1194
0.6468
-0.1983
0.7769
0.6303
-0.05507
-0.04652
-0.3547
0.09534
0.3603
-0.2383
0.2664
0.5993
0.3192
1.09
-0.3246
-0.306
0.09787
0.05677
-0.1373
0.2
-0.01996
0.1506
-0.2872
0.3496
-0.2963
-0.1332
-0.05764
0.01255
0.3345
0.105
-0.1772
-0.01029
0.06395
0.06584
-0.2801
-0.3148
0.2122
0.0443
-0.1469
0.3335
0.4596
-0.5212
-0.1219
-0.2364
-0.01531
-0.3553
-0.03244
-0.3955
0.2455
-0.4395
-0.5789
-0.3282
0.2196
0.3255
0.01463
-0.3025
0.2589
-0.06819
0.291
0.1235
-0.2052
0.1795
-0.1347
0.1764
0.7524
0.06678
-0.4618
-0.06541
-0.4088
-0.12
