cmamyg_L_activation
0.0874
0.3924
0.2955
0.005544
-0.01651
-0.1944
0.1701
-0.08377
-0.05726
0.5275
-0.06047
-0.03051
0.1635
0.06052
0.07263
-0.1813
-0.02874
-0.09172
0.02925
0.1563
0.3393
-0.2004
0.7171
-0.3512
-0.1051
0.09532
-0.03783
-0.1282
0.1491
-0.2552
0.05009
-0.1037
-0.3404
-0.05154
-0.1665
-0.1998
-0.1446
0.2976
0.4351
-0.2133
0.2639
-0.05062
0.3866
-0.1147
0.06684
-0.09059
0.05807
-0.09035
-0.08352
-0.09998
0.6101
-0.1052
-0.1736
0.1587
0.1123
0.8759
0.1377
0.2135
0.2924
-0.04367
0.2014
0.09971
0.2141
-0.1467
0.1204
-0.2367
-0.2995
0.07136
0.03333
-0.1602
0.1614
-0.04827
0.07119
-0.1416
0.09215
0.4609
0.6025
-0.5548
-0.0531
0.1494
