amyg_activation
-0.1182
0.03571
0.2151
0.2016
-0.2472
0.4301
-0.05665
0.06442
0.02588
0.08851
-0.09951
0.0852
0.07873
0.07272
-0.2485
-0.1474
0.3548
-0.2235
-0.01521
0.1549
0.5141
-0.3012
-0.1673
0.003137
-0.06768
0.2403
0.01318
0.2237
-0.04285
0.09264
0.05998
0.3139
0.3901
-0.02068
0.08142
-0.1579
0.09405
0.1926
0.2251
0.1068
-0.0809
-0.2057
-0.3004
-0.09159
-0.02037
-0.1096
-0.4973
-0.9099
0.01535
0.3627
-0.2985
-1.103
0.06338
-0.2109
-0.001153
0.29
0.446
-0.2857
-0.01328
-0.5844
-0.1258
0.9799
0.04262
-0.06409
-0.02736
-0.2674
-0.127
-0.1738
0.3884
0.6564
0.04578
-0.06791
0.07059
-0.06948
0.1368
0.09254
-0.07469
0.04103
