amyg_activation
-0.1823
0.6834
0.3363
-0.02578
-0.01472
-0.09257
0.0898
0.01909
-0.09039
0.4157
-0.1013
0.1589
0.1339
0.166
0.3439
-0.2337
0.1789
-0.2006
-0.177
0.3639
0.1333
-0.9294
0.3607
-0.1571
0.1709
-0.004938
-0.06984
-0.2716
0.227
-0.253
-0.03271
-0.2413
-0.02812
-0.2182
0.155
-0.4349
0.02098
0.3381
0.2145
-0.0141
0.0721
-0.06715
0.1596
-0.1066
0.06526
-0.06184
0.08507
-0.1005
-0.1201
0.0568
0.8008
0.02814
0.2841
-0.02564
0.2504
0.2307
0.7636
-0.09857
0.09418
0.1041
0.3098
-0.3406
0.1727
-0.5116
-0.06891
-0.06138
0.2538
-0.2267
0.3317
-0.3169
-0.4225
-0.6277
0.5145
0.05603
0.56
-0.2791
-0.05385
0.1484
