amyg_activation
-0.05001
0.08831
0.1204
-0.4091
0.2536
-0.144
0.07239
-0.05322
-0.4786
0.6799
-0.02435
0.1218
0.08103
-0.07841
0.04794
-0.3678
-0.7095
0.4296
0.8074
-0.3715
0.5243
-0.4201
0.0224
-0.06057
0.04356
0.09048
0.06431
-0.199
0.106
-0.1756
0.1649
-0.4643
0.0202
-0.08341
-0.2231
-0.01386
-0.08649
0.06657
0.4967
-0.09759
-0.08161
-0.1418
-0.03223
0.1197
-0.128
0.07491
0.3155
-0.3948
-0.3622
1.051
-0.6582
0.2386
-0.07495
0.1971
0.222
0.3114
-0.4406
0.627
0.047
-0.1999
0.3473
-0.2146
0.3735
0.3062
-0.4752
0.2119
0.000812
-0.11
0.1338
-0.136
0.1684
-0.1429
-0.1157
0.2303
0.1801
-0.1806
0.09645
-0.1096
