amyg_activation
0.1075
-0.001553
0.399
0.326
0.04856
-0.19
0.09267
0.02288
0.04025
-0.06545
-0.3863
-0.2133
0.1856
0.1217
-0.176
-0.05254
0.06728
-0.02362
0.1876
-0.2592
-1.134
0.1331
0.0514
0.1886
-0.1544
0.1473
-0.2131
0.05189
0.1795
0.3043
-0.04168
0.2737
0.3302
-0.07833
0.1656
0.002582
0.1377
0.1688
0.04501
0.06964
0.2026
-0.01624
0.2422
-0.04256
0.1405
-0.139
-0.07151
0.2025
0.8718
0.3952
-0.08652
-0.411
0.06193
0.01369
-0.2711
0.09492
-0.1241
-0.4155
-0.3036
-0.1849
-0.4442
-0.03617
-0.02767
0.05393
0.07313
-0.2103
0.3312
-0.0395
-0.1221
0.1701
-0.5114
0.07774
0.1362
0.01274
-0.0363
-0.4222
0.198
-0.08175
