amyg_activation
-0.01172
0.3582
0.1139
-0.2026
0.0484
-0.1364
0.06224
-0.09444
-0.228
0.7285
0.3335
0.2117
0.5016
-0.0986
-0.06417
-0.1952
-0.1869
0.1064
0.7039
0.1226
0.7846
-1.053
-0.05715
0.1167
0.1074
0.001104
0.1927
-0.6259
0.02718
-0.04762
0.5116
-0.7173
-0.1948
-0.265
-0.3512
-0.02679
-0.1086
0.2335
0.5255
-0.05066
0.4562
0.02279
0.4268
-0.03125
-0.1474
0.021
0.4137
-0.6024
-0.4719
0.5673
0.3132
0.1151
0.05197
0.5743
0.09911
0.4741
0.3943
0.3688
0.3556
-0.2852
0.125
-0.3338
-0.04885
-0.1071
-0.4489
-0.004531
-0.02603
0.02259
0.2043
-0.4258
0.05624
-0.1562
-0.2724
1.019
0.369
-0.2702
-0.008316
0.1078
