amyg_activation
0.3206
-0.06891
-0.07881
0.1703
-0.1652
0.005849
0.1227
0.299
0.6417
-0.2404
0.9211
0.5462
-0.0799
0.03723
-0.4231
-0.1605
-0.14
-0.2114
1.399
1.022
-0.2876
1.105
-0.06635
-0.1726
0.0641
0.07263
-0.1883
0.4975
0.06888
0.112
-0.3997
0.5283
-0.4972
-0.06749
-0.2202
-0.1458
0.5238
0.2191
-0.01361
0.04099
0.05027
0.02545
-0.2229
-0.1454
0.03804
0.01006
-0.1086
0.564
0.2978
-0.5004
0.06873
-0.0845
0.2844
-0.5289
0.1147
-0.4427
0.2635
-0.1747
-0.5531
-0.2712
0.1106
0.5153
0.3079
0.5104
-0.2914
-0.3177
0.2454
0.2473
-0.06931
0.4849
-0.1868
0.006068
1.599
0.2533
-0.4142
-0.08927
0.1727
0.03725
