amyg_r_activation
-0.08491
0.2618
0.1022
-0.3157
0.2443
-0.08827
0.01197
0.002022
-0.2399
0.5025
-0.0214
0.2674
0.0198
-0.06017
0.1602
-0.3357
-0.5978
0.08463
0.5091
-0.1856
0.5224
-0.5643
-0.03675
-0.1189
0.0695
0.1499
0.03989
-0.2091
0.1535
-0.1568
0.115
-0.5074
0.0791
-0.1179
-0.1711
-0.04199
0.04161
0.05738
0.4205
0.037
-0.1649
-0.1824
0.04476
0.1106
-0.005333
-0.00143
0.2248
-0.3863
-0.3895
1.165
-0.6981
0.3854
-0.1429
0.1063
0.2298
0.3286
-0.006929
0.4552
-0.01094
-0.1248
0.3008
-0.3777
0.4407
0.2674
-0.3985
0.124
0.02021
-0.3747
0.2344
-0.0792
0.04261
-0.1445
-0.01477
0.1679
0.1044
-0.1031
0.08242
0.04217
