amyg_activation
0.5905
-0.05508
0.2675
0.2842
-0.1569
-0.01255
0.1084
0.1563
0.2983
-0.2039
0.4347
0.2258
0.1184
-0.02051
-0.1978
0.08322
-0.2575
-0.03308
0.5898
0.1157
0.0656
0.9749
-0.0287
0.2119
0.06722
0.03211
-0.01255
0.2163
-0.1405
0.1485
-0.1191
0.09481
-0.09137
0.09424
-0.5892
-0.02998
0.3725
-0.04178
0.05839
0.1229
-0.02911
0.07398
-0.2757
-0.06569
-0.1323
-0.01263
-0.05721
0.02039
-0.06965
-0.03876
-0.1606
-0.1965
-0.1638
-0.2983
-0.02755
-0.2625
-0.1227
-0.03888
-0.1782
-0.3902
-0.05369
0.2843
0.05086
0.5239
-0.1337
-0.09441
-0.04745
0.2819
0.1874
0.5063
-0.2674
0.315
0.4911
0.3432
-0.4516
-0.06567
0.133
-0.05588
