amyg_activation
-0.008118
0.3597
0.1265
-0.2057
0.03943
-0.1399
0.06153
-0.09867
-0.2234
0.7226
0.3353
0.2178
0.4994
-0.09134
-0.06159
-0.2068
-0.1794
0.1074
0.705
0.1357
0.7808
-1.059
-0.04774
0.1098
0.1035
-0.002477
0.1886
-0.6185
0.03125
-0.04563
0.5134
-0.7241
-0.1905
-0.259
-0.3507
-0.02239
-0.1081
0.2356
0.5277
-0.05091
0.4638
0.01787
0.4101
-0.0209
-0.1483
0.01967
0.4152
-0.602
-0.4679
0.5603
0.3131
0.116
0.06702
0.5658
0.08947
0.4736
0.3887
0.3698
0.3744
-0.2965
0.1269
-0.3361
-0.0424
-0.1187
-0.445
-0.003257
-0.01978
0.01968
0.2115
-0.4288
0.06067
-0.1573
-0.2688
1.026
0.3673
-0.2807
-0.01402
0.1055
