amyg_activation
-0.0765
0.58
0.3466
-0.01664
-0.02478
-0.1166
0.09419
-0.006225
-0.02548
0.4187
-0.1019
0.1239
0.102
0.1219
0.2592
-0.2116
0.1699
-0.1977
-0.1933
0.3135
0.1415
-0.7269
0.4572
-0.2408
0.08639
0.03163
-0.06429
-0.2119
0.1883
-0.2259
-0.0307
-0.1711
-0.1253
-0.15
0.1069
-0.39
-0.02257
0.3193
0.2545
-0.0534
0.0904
-0.08393
0.1958
-0.1274
0.03687
-0.08866
0.05987
-0.06135
-0.06889
-0.02227
0.6734
0.01473
0.2083
0.1214
0.2703
0.2082
0.5623
-0.06491
0.09041
0.1167
0.3227
-0.2839
0.1218
-0.3362
-0.09984
-0.03907
0.1982
-0.2275
0.3166
-0.2705
-0.2847
-0.4946
0.4032
0.1063
0.6421
-0.3303
-0.06788
0.143
