amyg_activation
0.1208
-0.1203
0.1142
-0.008855
-0.07148
-0.5539
-0.0181
-0.1019
0.1686
-0.03566
0.2162
-0.1553
-0.416
0.01738
-0.07689
-0.1108
-0.3317
0.4886
0.1507
-0.1121
0.556
0.7215
0.1149
-0.107
0.3627
-0.3338
0.1561
-0.1962
-0.07885
-0.1044
-0.1271
-0.1412
-0.4326
0.3678
-0.05678
0.1992
0.0381
-0.05981
0.04129
0.1046
-0.2109
0.1175
-0.2987
-0.1258
-0.2753
0.05946
0.6002
0.2928
0.4856
-0.2936
0.02558
0.4472
0.5194
0.178
0.02952
-0.2333
-0.07011
0.5671
-0.06157
0.4589
1.226
-1.054
-0.04876
0.0658
-0.3109
0.2102
-0.01184
0.08625
0.03961
-0.1272
0.05079
0.1054
0.2418
0.1134
-0.1227
0.03141
-0.1256
-0.1096
