mPFC_activation
-0.6807
0.1696
-0.2789
0.07087
0.6155
-0.3012
0.1207
0.2608
-0.147
-0.5602
-0.000897
0.2464
0.2017
-0.2674
-0.8792
0.1013
-0.3955
-0.8334
0.3573
0.3856
0.1461
0.4964
0.6954
-0.3884
-0.5444
-0.2822
-0.09932
0.0332
-0.5068
0.1989
-0.7481
-0.2428
-0.4499
-0.2759
-0.07548
-0.4501
-0.2514
0.104
-0.08386
-0.1046
0.1739
-0.2684
-0.4326
-0.1997
-0.3072
-0.3368
0.6935
0.3996
0.1714
-0.09365
0.5887
-0.1154
0.3626
-0.6485
0.2021
-0.1689
0.5474
-0.3968
-1.299
-0.5394
-0.1265
0.2623
0.9157
1.943
-0.2262
0.03836
-0.0673
-0.2803
-0.326
0.6762
-0.136
-0.08863
0.3113
0.4361
-0.2775
0.5579
0.5733
0.4388
