supamyg_r_activation
-0.1053
0.5204
0.1549
-0.243
0.04796
-0.002718
0.03766
-0.01677
-0.2062
0.6515
0.1809
0.3517
0.4454
-0.1232
0.1424
-0.06134
0.1653
-0.1375
0.4078
0.01278
0.4663
-0.9561
0.04328
-0.02576
0.2166
0.003983
0.07414
-0.6216
0.08499
-0.1111
0.4229
-0.7164
-0.03003
-0.2283
-0.1849
-0.1874
0.08444
0.1674
0.565
-0.09829
0.3137
-0.1274
0.3447
0.006269
-0.04593
-0.03555
0.3977
-0.4996
-0.4181
0.6501
0.335
0.07419
-0.2075
0.3064
0.1288
0.4263
0.3118
0.5839
0.3798
0.3161
0.1368
-0.1649
0.09516
-0.4682
-0.04205
-0.1799
-0.268
-0.105
0.1323
-0.17
0.3213
-0.4665
0.05312
-0.0601
-0.162
0.4969
0.4069
0.02275
-0.0593
0.2361
