amyg_l_activation
-0.05949
0.0615
0.2754
-0.4033
0.178
-0.2232
0.1293
-0.102
-0.4437
0.696
0.05653
0.05096
0.2749
-0.0175
-0.07336
-0.3385
-0.5663
0.5913
0.9788
-0.3128
0.4908
-0.6572
0.1353
0.02366
0.03493
0.03912
0.1173
-0.3052
0.02398
-0.143
0.2751
-0.4949
-0.1039
-0.06962
-0.3023
-0.05182
-0.2382
0.1762
0.5095
-0.1667
0.2554
0.002309
0.07439
0.06351
-0.235
0.1254
0.3516
-0.4177
-0.316
0.6975
-0.3393
0.07398
0.08127
0.2569
0.1841
0.3206
-0.5539
0.5895
0.2291
-0.2679
0.3102
-0.08056
0.1531
0.2317
-0.5436
0.2567
-0.05081
0.1416
0.1091
-0.278
0.1651
-0.2648
-0.1537
0.5202
0.3864
-0.3398
0.09902
-0.2326
