amyg_activation
-0.3152
-0.02317
-0.1904
-0.1819
-0.02591
-0.3917
-0.2552
-0.2859
0.5304
-0.1367
0.4112
-0.08916
-0.3365
-0.1772
-0.01034
-0.05921
0.2888
0.2335
-0.02593
0.174
0.09995
-0.2499
0.179
0.08269
-0.2269
0.04293
0.1166
-0.2661
0.4961
0.05496
-0.4349
-0.003852
0.1195
0.0715
0.2126
-0.0433
0.08012
0.05193
-0.1509
